Name,Style,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,Efficiency,BrewMethod
Norsk DIPA med Norsk Malt og Kveik,American IPA,25,1.081,1.014,8.72,72.1,17.04,28.5,60,70,All Grain
Amarmos IPA,American IPA,40,1.057,1.01,6.27,61.55,10.64,46,60,70,All Grain
Blood Red IPA,American IPA,18.93,1.062,1.019,5.66,73.35,14.51,28.39,60,70,All Grain
Mac's - Autumn on Campus IPA,American IPA,11.36,1.068,1.012,7.36,64.96,11.06,15.14,90,70,BIAB
IPA II,American IPA,25,1.057,1.011,6.05,56.76,7,28.4,60,70,All Grain
Hopps,American IPA,18.93,1.082,1.016,8.69,97.11,11.74,26.5,60,70,All Grain
To the Bitter End_BSXV,American IPA,24,1.051,1.012,5.11,33.01,4.04,27,60,55,All Grain
Sails Up Session IPA,American IPA,39.75,1.048,1.008,5.25,84.17,8.25,45.42,60,70,BIAB
Session IPA #1,American IPA,3.79,1.041,1.007,4.52,41.56,6.29,6.62,60,60,All Grain
If your not first  your last! IPA,American IPA,20,1.062,1.011,6.6,75.58,8.04,25,60,65,BIAB
Sculpin Rye Grapefruit Testees,American IPA,20.82,1.072,1.015,7.42,43.62,6.34,28.39,60,70,All Grain
IPA Republica,American IPA,25,1.065,1.011,7.08,63,12.36,30,60,70,BIAB
My Base DIPA,American IPA,20.82,1.09,1.025,8.56,105.28,11.56,28.39,60,70,All Grain
53 - FWK IPA - 28-05-16,American IPA,20,1.059,1.012,6.14,49.16,11.5,24,60,70,BIAB
Ipa,American IPA,40,1.055,1.01,6.1,47.29,12.91,60,60,72,All Grain
Mango Habanero IPA,American IPA,20.82,1.067,1.013,7.07,83.77,9.39,9.84,60,25,extract
Ever the Hoptimist,American IPA,20.82,1.051,1.01,5.39,145.6,7.63,9.46,60,35,extract
Lucascade Pale (19 litre),American IPA,19,1.06,1.01,6.54,66.61,8.29,22,60,60,All Grain
American Ipa - Alvaro 2,American IPA,40,1.062,1.012,6.62,56.7,9.22,60,60,68,All Grain
Belgian Imigrant IPA,American IPA,20.82,1.063,1.014,6.44,62.43,11.95,28.39,60,70,All Grain
Session 18 gal,American IPA,71.92,1.049,1.012,4.8,0,2.69,79.49,60,87,All Grain
Trash Can Pale Ale,American IPA,18.93,1.06,1.014,6.1,61.1,29.64,28.39,60,70,All Grain
Freddy got catty - Friday 13. Simcoe ed.,American IPA,21,1.065,1.015,6.64,74.53,8.27,28.5,90,66.6,All Grain
IPA (Zombie Dust),American IPA,22.71,1.07,1.021,6.5,48.33,10.16,30.28,60,65,All Grain
Americka IPA,American IPA,26,1.057,1.012,5.87,63.64,4.27,29.5,60,61.2,All Grain
SMaSH Citra,American IPA,11.36,1.06,1.016,5.86,51.52,6.61,17.03,60,68,All Grain
IPAsode IV: A New (England) Hop,American IPA,27.25,1.06,1.011,6.35,134.34,4.15,34.07,60,69,All Grain
#006 I PAy it Forward,American IPA,7.57,1.073,1.014,7.73,79.32,6.94,14.04,60,70,BIAB
Cookie's Nookie,American IPA,22.71,1.058,1.013,5.96,61.65,8.74,17.03,90,75,Partial Mash
Stroke of Luck IPA,American IPA,21,1.052,1.014,4.89,50.31,7.5,5,90,35,extract
Torpedo Extra (64) Sun 29 Nov 15 Dave B,American IPA,21,1.07,1.016,7.12,59.2,14.23,28.5,60,70,All Grain
Jitsu Double IPA,American IPA,18.93,1.084,1.017,8.84,122.42,9.4,28.39,60,63,All Grain
Half-Hearted IPA (Bells 2 hearted clone),American IPA,18.93,1.074,1.018,7.44,63.65,7.42,22.71,60,65,All Grain
NE IPA Trial # 3 (YOJO Killer),American IPA,41.64,1.036,1.009,3.55,0,6.3,49.21,60,35,All Grain
64 - Super Alpha + Cascade on Malt Teaser - ...,American IPA,21.5,1.055,1.01,5.93,16.73,7.71,26,60,70,BIAB
Oh My Heck IPA,American IPA,20.82,1.072,1.018,7.07,94.38,7.45,26.5,90,68,All Grain
Extract IPA (Topaz / Summer),American IPA,24.5,1.041,1.008,4.36,37.03,7.48,8,60,35,extract
Mosiac IPA,American IPA,23,1.055,1.013,5.51,79.87,6.44,30.5,60,75,All Grain
Fresh Hop 2016,American IPA,49.21,1.062,1.014,6.29,42.47,17.82,53,60,70,All Grain
Frooty Loops IPA,American IPA,21,1.051,1.01,5.43,52.82,7.69,30,60,70,BIAB
Awesome Recipe,American IPA,23,1.074,1.017,7.4,67.54,30.52,28.4,60,75,All Grain
IPA Citra Ruby,American IPA,20,1.056,1.011,6,78.68,6.93,23,60,60,All Grain
August Centennial IPA,American IPA,4.5,1.059,1.016,5.63,61.23,11.37,5,60,60,Partial Mash
Waimea Session IPA,American IPA,41.64,1.052,1.013,5.02,99.52,4.48,37.85,90,75,Partial Mash
The Dukes of Haze-erd (reruns),American IPA,20.82,1.076,1.015,8.02,61.08,7.36,28.39,60,70,All Grain
Travis' Standard,American IPA,20.82,1.059,1.011,6.29,149.91,6.12,28.39,60,85,All Grain
Forest Floor,American IPA,21.77,1.058,1.012,6.07,53.09,6.37,25.55,60,65,All Grain
Centennial/Bruns Brew IPA (Mash),American IPA,37.85,1.061,1.014,6.2,0,6.24,49.21,90,80,All Grain
Bells  like,American IPA,20.82,1.065,1.018,6.12,53.19,10.43,28.39,60,75,All Grain
69 - Soixante-Neuf - 30-10-16,American IPA,21.5,1.054,1.01,5.8,11.42,6.83,26,60,73,BIAB
TFM,American IPA,227.12,1.062,1.014,6.29,91.2,8.53,234.7,60,80,All Grain
Delta American IPA,American IPA,20,1.057,1.011,6.08,57.96,11.02,25,60,70,All Grain
Zombie Dust Clone,American IPA,20.82,1.07,1.018,6.85,78.06,9.03,29.34,60,73,All Grain
Mike's rebel IPA #4,American IPA,20.82,1.06,1.013,6.16,53.33,9.31,28.39,60,77,All Grain
IPA feb 2015,American IPA,9,1.055,1.011,5.89,67.96,10.68,10,60,55,All Grain
Awesome IPA,American IPA,37.85,1.069,1.013,7.35,66.14,6.59,43.53,60,70,BIAB
Pliny Clone,American IPA,22.71,1.074,1.019,7.15,249.05,4.21,27.25,60,82,BIAB
Red IPA #2,American IPA,20.82,1.063,1.014,6.43,108.22,22.63,28.39,60,73,All Grain
Double IPA,American IPA,21.58,1.073,1.018,7.28,63.19,7.68,32.18,60,80,All Grain
Japo?ska IPA,American IPA,21,1.057,1.014,5.61,69.98,4.23,28.5,60,70,All Grain
Red IPA,American IPA,23,1.065,1.016,6.44,83.97,20.48,35,90,75,All Grain
IPA test #1,American IPA,3.41,1.068,1.017,6.68,64.03,6.28,4.16,60,50,extract
IPA,American IPA,25,1.066,1.014,6.72,47.25,7.2,28.5,60,75,All Grain
Nor'easter,American IPA,10.41,1.059,1.017,5.45,54.56,5.01,15.14,60,70,BIAB
BonerJams IPA,American IPA,21.77,1.07,1.014,7.25,65.71,4.87,26.5,60,75,All Grain
Citra IPA,American IPA,20.82,1.061,1.014,6.27,53.21,9.52,28.39,90,70,All Grain
5G AG Floral IPA,American IPA,20.82,1.082,1.015,8.87,84.53,7.59,28.39,60,70,All Grain
Two Hearts,American IPA,20.82,1.061,1.013,6.36,59.51,4.95,24.61,60,70,All Grain
Christmas In New England,American IPA,20.82,1.065,1.015,6.88,67.72,7.98,30.28,90,70,All Grain
Down with cent,American IPA,20.82,1.06,1.014,6.03,46.69,7.45,28.39,60,72,All Grain
Four C'Sons all grain,American IPA,13,1.059,1.012,6.24,49.17,8.59,20,60,80,BIAB
Another NE IPA,American IPA,20.82,1.062,1.011,6.62,54.98,5.53,24.98,60,70,All Grain
Lillo IPA,American IPA,26,1.05,1.011,5.13,41.43,9.73,26,60,72,All Grain
Kd simtra ko,American IPA,18.93,1.072,1.018,7.11,301,8.44,26.5,90,73,All Grain
American  H.P.A.,American IPA,18.93,1.069,1.013,7.33,101.22,10.33,11.36,60,35,extract
Booty joose II Swass Attack,American IPA,20.82,1.068,1.02,6.2,97.27,4.95,30.28,60,70,All Grain
EX002 Belgian IPA,American IPA,4,1.059,1.015,5.85,51.09,7.45,6,90,65,BIAB
Double IPA,American IPA,9.46,1.079,1.011,8.87,64.02,8.3,15.14,60,65,All Grain
Beast Coast,American IPA,22.71,1.057,1.01,6.24,88.52,4.68,27.44,60,70,All Grain
Is this the way to Amarillo? DIPA,American IPA,24,1.074,1.017,7.42,89.93,13.31,28,60,70,All Grain
Hops Kills Nazi's Clone,American IPA,21.96,1.084,1.016,8.86,97.38,26.58,26.12,60,70,BIAB
Nice Day IPA,American IPA,18.17,1.075,1.013,8.17,65.36,7.28,22.71,60,70,All Grain
Haappy Caucasian Baby Boy,American IPA,18.93,1.055,1.017,5.07,64.39,4.06,22.71,60,40,extract
Juicy Fruit,American IPA,21.77,1.067,1.013,7.08,79.7,5.65,26.5,60,75,All Grain
NEIPA,American IPA,18.93,1.069,1.02,6.39,53.69,6.04,28.39,60,60,BIAB
IPA Goldings,American IPA,42,1.054,1.009,5.96,57.87,5.28,47,60,75,All Grain
Vienna IPA,American IPA,18.93,1.058,1.014,5.73,58.4,9.5,22.71,60,70,All Grain
Awesome Recipe,American IPA,23,1.06,1.015,5.86,74.91,3.64,28,90,85,All Grain
Dead Ringer IPA,American IPA,20.82,1.064,1.012,6.78,69.05,9.34,24.61,60,35,extract
Res Ipsa IPA,American IPA,18.93,1.07,1.015,7.25,50.42,9.84,24.11,60,70,All Grain
The Kracken,American IPA,20.82,1.07,1.018,6.84,78.59,7.09,28.39,60,75,All Grain
Simcoe IPA,American IPA,22.7,1.056,1.011,5.89,37.97,8.01,28,60,70,All Grain
Smell The Glove,American IPA,20.82,1.064,1.014,6.62,62.31,9.55,28.39,60,60,All Grain
Syys IPA,American IPA,14,1.052,1.015,4.91,68.87,7.45,28.5,90,70,All Grain
Whoah Nellie,American IPA,19,1.076,1.018,7.61,99.62,8.48,28.4,60,70,All Grain
27.02.16 IPA,American IPA,23,1.06,1.011,6.42,38.09,3.92,15,60,35,extract
Dead Ringer IPA,American IPA,18.93,1.064,1.012,6.85,64.55,9.7,24.61,60,5,extract
Great Odin's Beard,American IPA,20.82,1.075,1.021,7.06,76.36,10.81,28.39,60,85,All Grain
Screaming Eagle American IPA,American IPA,18.93,1.064,1.017,6.17,39.63,9.49,28.39,60,70,BIAB
Baby Mandresen Beer,American IPA,20.82,1.047,1.008,5.04,41.01,7.35,28.39,60,70,BIAB
This IPA Kills Facists,American IPA,20.82,1.075,1.021,7.08,38.16,8.49,26.5,60,64,All Grain
Suffeli,American IPA,19,1.077,1.014,8.28,52.53,4.12,23,60,70,BIAB
Leftunders,American IPA,10,1.075,1.019,7.34,0,10.76,13,60,65,All Grain
IPA,American IPA,20.82,1.07,1.017,6.89,64.74,6.82,28.39,60,75,All Grain
Zombie Dirt,American IPA,20,1.061,1.014,6.15,94.23,6.99,26.5,90,75,All Grain
Staplegrove Sierra Nervada  (65) 19 3 2016...,American IPA,20,1.054,1.013,5.29,38.97,10.23,28.5,60,70,All Grain
Gipsy Hill Drifter (Brewie),American IPA,20,1.068,1.018,6.68,208.52,10.89,30,90,45,BIAB
Awesome Recipe,American IPA,11.36,1.07,1.017,6.93,32.26,10.77,26.5,60,60,All Grain
Citrus Explosion IPA,American IPA,18.93,1.064,1.017,6.11,99.65,9.34,11.36,60,40,extract
Fathers Day IPA,American IPA,41.64,1.059,1.012,6.15,169.88,10.47,49.21,60,75,All Grain
B&L Anniversary IPA,American IPA,22.71,1.044,1.007,4.9,142.78,10.34,15.14,90,35,extract
Citra Hop Burst IPA,American IPA,20.82,1.062,1.012,6.62,52.47,8.2,26.5,60,79,All Grain
Smoked Chinkoo,American IPA,11.35,1.062,1.015,6.25,49.41,7.95,15,60,70,All Grain
Dry Thumped Mosaic,American IPA,9.5,1.059,1.014,5.88,45.51,6.2,13.5,60,85,All Grain
Amerikansk IPA,American IPA,20,1.07,1.015,7.26,84.25,10.82,24,60,68,All Grain
SMASHcoe,American IPA,18.93,1.067,1.019,6.24,58.17,6.42,26.5,60,75,All Grain
Laughing Heart India Pale Ale,American IPA,15,1.056,1.015,5.42,82.22,7.45,12.5,60,70,Partial Mash
Amarillo IPA,American IPA,23,1.051,1.014,4.92,41.98,6.65,27,60,70,All Grain
Schafly's T-IPA clone,American IPA,18.93,1.078,1.018,7.78,80.88,4.74,24.61,60,70,All Grain
Texas Town Ale,American IPA,9,1.061,1.012,6.4,47.48,8.09,12,60,70,All Grain
Hiphopopotamus IPA 2,American IPA,41.64,1.067,1.015,6.77,74.79,8.74,41.64,60,75,All Grain
Flaky Ryebot IPA,American IPA,20.82,1.064,1.009,7.17,65.15,6.42,28.39,60,66,BIAB
Sichuan IPA,American IPA,20,1.065,1.013,6.83,46.74,12.88,24,60,70,All Grain
Reste-IPA ekstrakt,American IPA,27,1.068,1.013,7.25,65.96,5.51,31,60,35,extract
IPA for Aaron,American IPA,20.82,1.072,1.014,7.64,72.31,6.63,9.46,60,35,extract
Wet_SS_2016,American IPA,2649.79,1.063,1.016,6.23,53.28,5.54,2763.35,60,70,All Grain
Xwingsteakhouse RED IPA,American IPA,20.82,1.064,1.016,6.33,58.21,15.35,26.5,90,75,All Grain
Awesome Recipe,American IPA,18.93,1.075,1.021,7.14,80.11,18.95,28.39,60,55,All Grain
Leftover Pale,American IPA,40,1.057,1.013,5.69,52.95,5.95,48,90,85,All Grain
Bloody Thursday,American IPA,65,1.054,1.01,5.85,51.52,10.52,75,60,80,All Grain
Hazy,American IPA,46,1.059,1.016,5.65,67.64,4.98,52,60,75,All Grain
OPA,American IPA,20.82,1.069,1.018,6.6,213.58,6.98,28.39,60,65,All Grain
Seafarer,American IPA,20.82,1.083,1.019,8.43,77.82,8.71,28.39,60,70,All Grain
Brewdog Random NZ IPA,American IPA,20,1.066,1.017,6.53,54,10.82,26,60,75,All Grain
Awsome Sauce,American IPA,41.64,1.064,1.014,6.64,10.72,5.48,56.78,90,80,All Grain
Ruthless Rye Clone,American IPA,20.82,1.028,1.007,2.78,67.12,11.24,11.36,90,35,extract
New Seal and Otter,American IPA,12.49,1.07,1.013,7.44,70.54,8.03,11.36,60,35,extract
Hazy yellow bastard,American IPA,21,1.075,1.023,6.86,79.63,5.35,28.5,60,67,All Grain
Falconer's Flight IPA v1,American IPA,20.82,1.055,1.011,5.78,84.28,7.33,19.87,60,25,extract
Kama Citra IPA,American IPA,18.93,1.06,1.016,5.72,97.13,9.02,22.71,60,58.9,All Grain
Mosaic MO SMaSH,American IPA,22.5,1.069,1.014,7.23,61.65,6.76,26,60,75,All Grain
Mosaic Dust,American IPA,20.82,1.065,1.017,6.32,44.27,8.88,26.5,60,70,All Grain
BHP Brisco's One Good Eye PA,American IPA,20.82,1.053,1.013,5.17,56.22,7.59,11.36,60,35,extract
Urban DIPA,American IPA,18,1.064,1.015,6.49,40.9,16.23,15,60,65,BIAB
1/7/2018,American IPA,22.71,1.06,1.014,6.07,41.51,5.84,28.39,60,75,BIAB
Citra Session IPA,American IPA,22.71,1.042,1.007,4.61,35.24,3.79,15.14,60,70,Partial Mash
Birthday IPA,American IPA,22.71,1.064,1.012,6.8,127.96,11.2,28.39,60,70,All Grain
Sloppy Seconds IPA,American IPA,37.85,1.067,1.023,5.77,61.46,7.1,49.21,60,70,All Grain
Awesome Recipe NE,American IPA,19.87,1.057,1.014,5.59,67,6.04,26.5,60,68,All Grain
Northwest Pale Ale,American IPA,20.82,1.05,1.01,5.32,44.36,7.39,28.39,60,71,BIAB
SMaSH Pale Ale Tomahawk,American IPA,20.82,1.069,1.013,7.31,51.23,4.77,28.39,60,75,All Grain
Bits and bobs ipa,American IPA,21,1.052,1.01,5.56,60.85,6.14,26.5,60,70,All Grain
Brosession IPA,American IPA,23,1.041,1.009,4.22,37.1,2.61,28,60,80,BIAB
Awesome Recipe,American IPA,20.82,1.072,1.018,7.04,144.71,4.86,24.61,90,75,All Grain
Smitten with the Mitten,American IPA,19.87,1.062,1.015,6.21,57.72,10.95,18.93,60,25,extract
Hurricane,American IPA,21,1.054,1.012,5.46,61.03,10.41,26,60,65,All Grain
Leftover Ale,American IPA,18.93,1.06,1.011,6.37,103.21,6.9,13.25,60,35,extract
Feb2016-IPA-v7,American IPA,20.82,1.048,1.013,4.57,46.51,4.43,22.71,60,35,extract
John Charles IPA,American IPA,41.64,1.054,1.013,5.27,43.88,7.37,47.32,60,70,All Grain
Josh's Party Pale Ale 66,American IPA,21,1.051,1.012,5.17,41.4,7.71,28.5,60,70,All Grain
Ya  dat boi is me IPA,American IPA,19,1.055,1.012,5.57,64.61,6.65,26,60,55,All Grain
Ballast Point Sculpin IPA Clone,American IPA,21,1.073,1.016,7.5,75.83,6.51,25,60,75,BIAB
Mosaic IPA (219),American IPA,23,1.06,1.012,6.34,76.1,8.27,28,60,70,All Grain
Wanderlust clone,American IPA,18.93,1.067,1.018,6.42,117.49,9.54,11.36,60,35,Partial Mash
Poppy's IPA,American IPA,25,1.056,1.009,6.09,58.5,6.15,28,60,76.7,All Grain
Bicentennial Cascading Citra,American IPA,20.82,1.067,1.013,7.1,77.19,10.08,11.36,60,35,Partial Mash
Squanch DIPA,American IPA,18.93,1.07,1.014,7.33,100.65,7.78,9.46,60,35,extract
Bell's Two Hearted Clone,American IPA,20.82,1.069,1.017,6.8,62.31,5.05,27.44,60,76,All Grain
Little Sumpin Clone,American IPA,37.85,1.069,1.015,7.17,73.07,8.16,45.42,60,75,All Grain
B-Maker Pale Ale,American IPA,2,1.076,1.019,7.49,85.8,7.9,5.5,60,60,BIAB
OJ Did It  NEIPA,American IPA,18.93,1.057,1.014,5.65,68.59,4.03,22.71,60,70,BIAB
NEIPA,American IPA,15.1,1.05,1.012,4.95,60.87,7.24,18.9,60,50,All Grain
Destination Unknown (M-80),American IPA,41.64,1.062,1.013,6.43,82.88,6.3,53,60,68,All Grain
Session IPA,American IPA,18.93,1.047,1.009,5.01,22.24,7.09,24.61,60,35,extract
Mosaic Super Bowl Ipa for ballast comp,American IPA,20.82,1.069,1.016,7.02,190.05,5.32,28.39,60,68,All Grain
Grapefruit APA (Work in Progress),American IPA,20.82,1.075,1.025,6.63,67.33,11.26,24.61,60,72,All Grain
Misc Hopped IPA,American IPA,50,1.056,1.011,5.96,69.56,6.57,58,60,82,All Grain
10BBL Tyler NEIPA,American IPA,1385.08,1.058,1.016,5.44,33.92,3.74,1385.08,60,75,All Grain
Nakhtu-aa,American IPA,20.82,1.048,1.012,4.66,60.47,9.68,11.36,60,35,extract
Tropical IPA,American IPA,26.5,1.054,1.005,6.53,26.07,4.64,30.28,60,75,All Grain
Spring IPA,American IPA,20.82,1.067,1.017,6.56,65.07,7.92,25.32,60,35,extract
EL DORADO SESSION ALE,American IPA,470,1.033,1.006,3.54,44.96,5.39,490,60,85,All Grain
TUEKASAIC WHEAT PA,American IPA,9.46,1.06,1.012,6.29,52.29,5.72,9.46,60,50,Partial Mash
Basta American IPA,American IPA,18.93,1.061,1.017,5.76,64.89,7.34,11.36,60,80,extract
Bulldawg IPA,American IPA,18.93,1.072,1.016,7.31,67.13,8.72,24.61,60,70,BIAB
Chris,American IPA,20.82,1.054,1.012,5.45,62.51,10.31,28.39,60,70,All Grain
JWS IPA Special Series 001,American IPA,20.82,1.05,1.009,5.39,132.5,6.06,17.03,60,65,BIAB
AKAIPALE  no 16,American IPA,136,1.064,1.011,6.92,61.94,6.17,165,90,70,All Grain
IPA 1.5,American IPA,20.82,1.071,1.017,7.09,69.99,8.73,24.61,60,70,All Grain
Amerikansk IPA,American IPA,20,1.07,1.012,7.67,86.37,10.82,24,60,68,All Grain
SIMCOE IPA #1,American IPA,20,1.044,1.01,4.45,25.44,7.13,25,60,65,All Grain
Accident Of Ale,American IPA,20,1.041,1.01,4.07,50.99,10.85,36,60,60,All Grain
Kama Citra Session IPA,American IPA,17.03,1.049,1.009,5.28,45.66,8.43,24.61,60,60,All Grain
HomeGrown,American IPA,20.82,1.053,1.01,5.57,41.69,5.53,28.39,60,50,All Grain
Carnuba IPA,American IPA,20.82,1.066,1.014,6.81,79.56,6.02,28.39,60,70,All Grain
IPA Split Batch / DME,American IPA,37.85,1.03,1.004,3.44,67.88,2.83,45.42,60,75,All Grain
Aotearoa Pale Ale,American IPA,20,1.057,1.011,6.02,51,9,23,60,70,Partial Mash
Pina Colada Pale Ale,American IPA,15,1.055,1.01,5.82,53.37,5.69,22.5,60,75,All Grain
92 - Sunsets in the West 21-05-17,American IPA,21.5,1.058,1.014,5.69,28.09,6.59,26,60,70,BIAB
Dipa,American IPA,18.93,1.086,1.02,8.67,84.68,8.83,24.61,60,75,All Grain
BDP's Grapefruit Sculpin IPA,American IPA,18.93,1.06,1.014,5.98,87.24,8.84,11.36,60,35,extract
My Favorite IPA,American IPA,20.82,1.061,1.015,6.04,59.14,8.96,11.36,60,35,extract
Serendipity Hop,American IPA,22,1.065,1.018,6.11,30.57,11.55,8,60,35,Partial Mash
Pete's IPA,American IPA,22.71,1.063,1.014,6.47,79.02,11.63,28.39,60,80,All Grain
Northern Mosaic IPA,American IPA,18.93,1.063,1.016,6.21,83.68,16.81,24.23,60,68,All Grain
NS cascade willamette,American IPA,20,1.063,1.016,6.2,53.37,8.68,25,90,60,All Grain
Mamba's West Coast I.P.A,American IPA,21.77,1.061,1.01,6.7,61.46,6.18,26.5,60,75,BIAB
Great Ape Evolutionary IPA,American IPA,21,1.072,1.015,7.43,43.79,9.57,28.5,60,70,All Grain
Columbus Session IPA,American IPA,20.82,1.04,1.01,3.88,41.69,3.54,28.39,60,70,All Grain
IPA - Indian Pale Ale,American IPA,31.5,1.06,1.01,6.55,129.92,6.94,27.6,90,75,All Grain
Tropical Sun IPA,American IPA,18.93,1.066,1.02,6.11,54.81,6.26,24.61,60,65,All Grain
Double IPA,American IPA,20.82,1.086,1.019,8.76,207.31,6.65,28.39,90,70,All Grain
W.E.T,American IPA,18.93,1.071,1.018,7.02,129.12,7.22,28.39,60,70,All Grain
Ne ipa,American IPA,41.64,1.065,1.015,6.49,84.09,6.11,49.21,60,80,All Grain
Citra IPA,American IPA,23,1.065,1.011,7.07,42.02,7.72,26,90,70,BIAB
Akademiets IPA no.14,American IPA,104,1.065,1.011,7.09,93.93,7.62,135,60,70,All Grain
APACHE IPA,American IPA,22,1.06,1.012,6.29,68.95,9.84,26,60,70,All Grain
Påske IPA,American IPA,18.5,1.074,1.019,7.29,58.43,13.96,25,90,70,All Grain
Lipskoe IPA,American IPA,40,1.062,1.013,6.43,67.41,7.08,30,60,70,All Grain
White IPA,American IPA,20.82,1.063,1.016,6.21,59.99,6.16,28.39,60,70,All Grain
IPA,American IPA,41.64,1.056,1.015,5.49,61.42,7.16,51.1,60,70,All Grain
Verbena Galaxy,American IPA,3.79,1.064,1.014,6.6,82.59,11.94,4.73,60,70,All Grain
Travellin' Time,American IPA,37.85,1.045,1.008,4.82,104.11,4.05,45.42,60,35,All Grain
Hoppy IPA,American IPA,21,1.064,1.013,6.98,74.67,9.69,28.5,90,62,All Grain
ACBC Coconut ale,American IPA,100,1.055,1.011,5.83,32.02,5.15,110,60,75,All Grain
Rye of the tiger,American IPA,23,1.055,1.01,5.89,45.88,6.22,27,60,75,All Grain
Aidan IPA,American IPA,18.93,1.07,1.014,7.32,61.34,9.71,28.39,90,75,All Grain
Ian's Derby Girl,American IPA,45.42,1.07,1.021,6.41,63.91,9.86,56.78,60,75,All Grain
Pliny the Toddler,American IPA,19.87,1.042,1.008,4.58,70.68,4.23,28.01,60,60,BIAB
4Gs Session IPA 4,American IPA,20.82,1.051,1.012,5.08,58.52,8.83,27.63,60,70,All Grain
Beer Cellar American IPA,American IPA,20,1.06,1.011,6.35,48.5,8.34,23,60,75,All Grain
Black Ram,American IPA,20.82,1.049,1.012,4.87,80.25,26.12,18.93,60,35,extract
Quasimodo,American IPA,20,1.056,1.011,5.99,65.72,12.49,28.5,60,65,BIAB
Zombie Crisp ver 2.1,American IPA,19.87,1.069,1.012,7.42,45.26,9.53,26.5,60,66,All Grain
Short Sickle Session BPA,American IPA,22.71,1.043,1.01,4.31,65.84,6.36,30.28,60,70,All Grain
Syntax Error IPA,American IPA,23,1.056,1.01,5.97,113.51,7.88,33,60,68,All Grain
Base 42: Pan Galactic Gargle Blaster CG IPA...,American IPA,22.71,1.063,1.012,6.7,65.38,5.1,22.71,60,70,All Grain
Fort pointy,American IPA,5.68,1.044,1.012,4.31,86.2,4.47,9.46,60,65,All Grain
Simcoe IPA,American IPA,22.71,1.069,1.016,6.93,121.85,5.45,29.34,90,75,All Grain
Grapefruit Pulpin,American IPA,20.82,1.066,1.013,7.01,46.99,10.13,24.61,60,35,extract
BB Double IPA (dry hop with citra),American IPA,18.93,1.084,1.021,8.22,179.36,8.26,11.36,60,100,extract
American IPA,American IPA,18.93,1.072,1.012,7.83,66.22,10.13,24.61,60,70,All Grain
First IPA,American IPA,27.63,1.053,1.013,5.3,42.74,9.09,30.28,60,63,All Grain
El Dorado PA (MZ1-23),American IPA,11.36,1.057,1.017,5.32,55.57,3.84,17.03,60,65,BIAB
IPA No. 12,American IPA,11.36,1.07,1.017,6.86,66.21,6.05,18.93,60,66,BIAB
Red IPA,American IPA,20.82,1.061,1.015,6.04,75.01,12.47,30.28,60,80,All Grain
Resinator,American IPA,37.85,1.09,1.023,8.87,86.13,11.65,45.42,60,65,All Grain
Fresh Squeezed,American IPA,20.82,1.061,1.014,6.12,91.67,11.43,26.5,90,60,All Grain
XPA1,American IPA,3.79,1.064,1.02,5.75,89.22,13.05,5.68,60,70,BIAB
IPGHAYYYY,American IPA,20.82,1.055,1.014,5.42,76.88,11.24,24.61,60,75,All Grain
Blazing World,American IPA,20.82,1.07,1.016,7.09,200.14,15.06,27.44,90,70,All Grain
Awesome Recipe,American IPA,20.82,1.072,1.013,7.74,99.16,6.23,28.39,60,65,All Grain
Firestone Union Jack IPA 6 Gallon,American IPA,22.71,1.071,1.019,6.76,76,7.86,32.67,60,66,BIAB
Bells's Two Hearted Clone test 1,American IPA,20.82,1.06,1.01,6.59,58.28,5.51,28.39,60,70,BIAB
Dead Ringer IPA - 5 Gal,American IPA,18.93,1.066,1.013,7.06,133.87,9.7,9.46,60,35,extract
Bold Gentleman,American IPA,20.82,1.081,1.02,7.94,118.23,11.74,28.39,60,60,All Grain
HopRod 5 Alpha Hop IPA,American IPA,20.82,1.066,1.021,5.88,135.98,4.95,22.71,60,35,Partial Mash
All Citra,American IPA,20.82,1.064,1.016,6.39,43.18,9.22,26.5,60,70,All Grain
J17/63 IPA,American IPA,21,1.067,1.015,6.83,41.04,7.79,28.5,60,75,All Grain
Good Time,American IPA,58.67,1.097,1.017,10.44,278.73,9.2,68.14,90,65,All Grain
Nest beste IPA,American IPA,15,1.062,1.013,6.37,166.84,5.5,18,60,70,BIAB
Citra Single Hop IPA (AG),American IPA,20.82,1.046,1.009,4.75,63.69,7.19,26.5,60,70,BIAB
24-0 A Warriors t-ALE,American IPA,20.82,1.057,1.012,5.92,56.37,9.27,24.61,60,75,All Grain
HBC 366,American IPA,25,1.047,1.008,5,0,7.57,30,60,50,BIAB
Last Minute Citra IPA,American IPA,19.87,1.061,1.017,5.8,201.37,9.99,27.44,60,35,extract
Base IPA Recipie,American IPA,21.77,1.062,1.013,6.48,0,4.17,27.44,60,70,BIAB
Amawillo Pale Ale,American IPA,18.93,1.06,1.015,5.95,74.51,10.65,15.14,60,70,Partial Mash
Ekuanot IPA,American IPA,24.61,1.06,1.012,6.27,60.34,6.31,30.28,60,72,All Grain
Jasons IPA June 2016,American IPA,22.71,1.07,1.012,7.53,61.19,10.4,30.28,90,64,All Grain
